"district","street_type","name"
"Деснянський","Провулок","Вiдпочинку 2-й"
"Деснянський","Провулок","Ворошилова 2-й"
"Деснянський","Провулок","Короленка 2-й"
"Деснянський","Провулок","Ворошилова 3-й"
"Деснянський","Провулок","Бойовий"
"Деснянський","Провулок","Ібаррурi"
"Деснянський","Провулок","Кiльцевий"
"Деснянський","Провулок","Калiнiна"
"Деснянський","Провулок","Квартальний"
"Деснянський","Провулок","Комунальний"
"Деснянський","Провулок","Курганний"
"Деснянський","Провулок","Лермонтова"
"Деснянський","Вулиця","Святомиколаївська"
"Деснянський","Вулиця","Чорного Князя"
"Деснянський","Проспект","Перемоги"
"Новозаводський","Вулиця","Святомиколаївська"
"Новозаводський","Вулиця","Чорного Князя"
"Новозаводський","Проспект","Перемоги"
"Новозаводський","Вулиця","Авдєєнка"
"Новозаводський","Вулиця","Андрусенка"
"Новозаводський","Вулиця","Антонова-Овсієнка В.А"
"Новозаводський","Вулиця","Арсенальців"
"Новозаводський","Вулиця","Бiлогiрська"
"Новозаводський","Вулиця","Бiлоруська"
"Новозаводський","Вулиця","Бiлоусова"
"Новозаводський","Вулиця","Батюка"
"Новозаводський","Вулиця","Березова"
"Новозаводський","Вулиця","Беспалова"
"Новозаводський","Вулиця","Бєлiнського"
"Новозаводський","Вулиця","Блажкуна"
"Новозаводський","Вулиця","Бланка"
"Новозаводський","Вулиця","Богунського"
"Новозаводський","Вулиця","Борисенка"
"Новозаводський","Вулиця","Брестська"
"Новозаводський","Вулиця","Будьонного"
"Новозаводський","Вулиця","Бульби"
"Новозаводський","Вулиця","Вiхнiна"
"Новозаводський","Вулиця","Варзара"
"Новозаводський","Вулиця","Василевської"
"Новозаводський","Вулиця","Ватутiна"
"Новозаводський","Вулиця","Веренi"
"Новозаводський","Вулиця","Весняна"
"Новозаводський","Вулиця","Визволителiв"
"Новозаводський","Вулиця","Висока"
"Новозаводський","Вулиця","Вишнi"
"Новозаводський","Вулиця","ВЛКСМ"
"Новозаводський","Вулиця","Войкова"
"Новозаводський","Вулиця","Воровського"
"Новозаводський","Вулиця","Вороного"
"Новозаводський","Вулиця","Гагарiна"
"Новозаводський","Вулиця","Гайдара"
"Новозаводський","Вулиця","Гайова"
"Новозаводський","Вулиця","Галана"
"Новозаводський","Вулиця","Гвардiйської Армiї"
"Новозаводський","Вулиця","Геологiчна"
"Новозаводський","Вулиця","Герцена"
"Новозаводський","Вулиця","Глiбова"
"Новозаводський","Вулиця","Глинки"
"Новозаводський","Вулиця","Гнєдаша"
"Новозаводський","Вулиця","Гомельська"
"Новозаводський","Вулиця","Гончарова"
"Новозаводський","Вулиця","Гребiнки"
"Новозаводський","Вулиця","Громової"
"Новозаводський","Вулиця","Декабристiв"
"Новозаводський","Вулиця","Десняка"
"Новозаводський","Вулиця","Днiпровська"
"Новозаводський","Вулиця","Добролюбова"
"Новозаводський","Вулиця","Довга"
"Новозаводський","Вулиця","Дружби"
"Новозаводський","Вулиця","Дьошина"
"Новозаводський","Вулиця","Елеваторна"
"Новозаводський","Вулиця","Енергетикiв"
"Новозаводський","Вулиця","Жабинського"
"Новозаводський","Вулиця","Житомирська"
"Новозаводський","Вулиця","Забарiвська"
"Новозаводський","Вулиця","Заводська"
"Новозаводський","Вулиця","Загородня"
"Новозаводський","Вулиця","Залізнична"
"Новозаводський","Вулиця","Заньковецької"
"Новозаводський","Вулиця","Запрудна"
"Новозаводський","Вулиця","Зарiчна"
"Новозаводський","Вулиця","Земнухова"
"Новозаводський","Вулиця","Індустрiальна"
"Новозаводський","Вулиця","Інструментальна"
"Новозаводський","Вулиця","Кiрова"
"Новозаводський","Вулиця","Кармелюка"
"Новозаводський","Вулиця","Квiтнева"
"Новозаводський","Вулиця","Керченська"
"Новозаводський","Вулиця","Кирпоноса"
"Новозаводський","Вулиця","Кілометр"
"Новозаводський","Вулиця","Комiнтерна"
"Новозаводський","Вулиця","Комка"
"Новозаводський","Вулиця","Комсомольська"
"Новозаводський","Вулиця","Коробка"
"Новозаводський","Вулиця","Космодем`янської"
"Новозаводський","Вулиця","Костромська"
"Новозаводський","Вулиця","Краснодонцiв"
"Новозаводський","Вулиця","Красносiльського"
"Новозаводський","Вулиця","Кримська"
"Новозаводський","Вулиця","Кринична"
"Новозаводський","Вулиця","Кропивницького"
"Новозаводський","Вулиця","Кропив'янського"
"Новозаводський","Вулиця","Кругова"
"Новозаводський","Вулиця","Крупської"
"Новозаводський","Вулиця","Кузнечна"
"Новозаводський","Вулиця","Кулiша"
"Новозаводський","Вулиця","Курська"
"Новозаводський","Вулиця","Кутузова"
"Новозаводський","Вулиця","Лiсковицька"
"Новозаводський","Вулиця","Ленiнградська"
"Новозаводський","Вулиця","Лесі Українки"
"Новозаводський","Вулиця","Лунiнцiв"
"Новозаводський","Вулиця","Львiвська"
"Новозаводський","Вулиця","Льговська"
"Новозаводський","Вулиця","Любецька"
"Новозаводський","Вулиця","Любченка"
"Новозаводський","Вулиця","Люксембург"
"Новозаводський","Вулиця","Мiнська"
"Новозаводський","Вулиця","Мiчурiна"
"Новозаводський","Вулиця","Макаєвської"
"Новозаводський","Вулиця","Макаренка"
"Новозаводський","Вулиця","Малинова"
"Новозаводський","Вулиця","Малясова"
"Новозаводський","Вулиця","Марковича"
"Новозаводський","Вулиця","Маяковського"
"Новозаводський","Вулиця","Межова"
"Новозаводський","Вулиця","Мечникова"
"Новозаводський","Вулиця","Мирного"
"Новозаводський","Вулиця","Миру"
"Новозаводський","Вулиця","Михайло-Коцюбинське шосе"
"Новозаводський","Вулиця","Мозирська"
"Новозаводський","Вулиця","Морозова"
"Новозаводський","Вулиця","Московська"
"Новозаводський","Вулиця","Музикальна"
"Новозаводський","Вулиця","Муратова"
"Новозаводський","Вулиця","Мурахтова"
"Новозаводський","Вулиця","Муринсона"
"Новозаводський","Вулиця","Нафтовиків"
"Новозаводський","Вулиця","Нахiмова"
"Новозаводський","Вулиця","Неборака"
"Новозаводський","Вулиця","Невського"
"Новозаводський","Вулиця","Незалежностi"
"Новозаводський","Вулиця","Нечуя-Левицького"
"Новозаводський","Вулиця","Низова"
"Новозаводський","Вулиця","Одеська"
"Новозаводський","Вулиця","Орловська"
"Новозаводський","Вулиця","Островського"
"Новозаводський","Вулиця","Павлiвська"
"Новозаводський","Вулиця","Папанiнцiв"
"Новозаводський","Вулиця","Пархоменка"
"Новозаводський","Вулиця","Пирогова"
"Новозаводський","Вулиця","Полєтаєва"
"Новозаводський","Вулиця","Поліський Яр"
"Новозаводський","Вулиця","Полянська"
"Новозаводський","Вулиця","Попова"
"Новозаводський","Вулиця","Попудренка"
"Новозаводський","Вулиця","Привокзальна"
"Новозаводський","Вулиця","Придеснянська"
"Новозаводський","Вулиця","Примакова"
"Новозаводський","Вулиця","Прокоповича"
"Новозаводський","Вулиця","Пролетарський Гай"
"Новозаводський","Вулиця","Промислова"
"Новозаводський","Вулиця","Пугачова"
"Новозаводський","Вулиця","Рiпкинська"
"Новозаводський","Вулиця","Радiо"
"Новозаводський","Вулиця","Разiна"
"Новозаводський","Вулиця","Рево"
"Новозаводський","Вулиця","Ревуцького"
"Новозаводський","Вулиця","Рильського"
"Новозаводський","Вулиця","Робоча"
"Новозаводський","Вулиця","Розсвiтна"
"Новозаводський","Вулиця","Руднєва"
"Новозаводський","Вулиця","Рудого"
"Новозаводський","Вулиця","Рябінова"
"Новозаводський","Вулиця","Сiверянська"
"Новозаводський","Вулиця","Сiмашка"
"Новозаводський","Вулиця","Сабурова"
"Новозаводський","Вулиця","Садова"
"Новозаводський","Вулиця","Саксаганського"
"Новозаводський","Вулиця","Самострова"
"Новозаводський","Вулиця","Севастопольська"
"Новозаводський","Вулиця","Селюка"
"Новозаводський","Вулиця","Сєрiкова"
"Новозаводський","Вулиця","Сиренєва"
"Новозаводський","Вулиця","Сковороди"
"Новозаводський","Вулиця","Славутицька"
"Новозаводський","Вулиця","Слобідська"
"Новозаводський","Вулиця","Слов'янська"
"Новозаводський","Вулиця","Смирнова"
"Новозаводський","Вулиця","Соколовської"
"Новозаводський","Вулиця","Солов'їна"
"Новозаводський","Вулиця","Сонячна"
"Новозаводський","Вулиця","Спортивна"
"Новозаводський","Вулиця","Старобiлоуська"
"Новозаводський","Вулиця","Старопосадська"
"Новозаводський","Вулиця","Старостриженська"
"Новозаводський","Вулиця","Стахановцiв"
"Новозаводський","Вулиця","Стратилата"
"Новозаводський","Вулиця","Суворова"
"Новозаводський","Вулиця","Сумська"
"Новозаводський","Вулиця","Танкістiв"
"Новозаводський","Вулиця","Текстильникiв"
"Новозаводський","Вулиця","Тиха"
"Новозаводський","Вулиця","Тичини"
"Новозаводський","Вулиця","Толстого"
"Новозаводський","Вулиця","Транспортна"
"Новозаводський","Вулиця","Трудова"
"Новозаводський","Вулиця","Тульська"
"Новозаводський","Вулиця","Тургенєва"
"Новозаводський","Вулиця","Тюленiна"
"Новозаводський","Вулиця","Ударна"
"Новозаводський","Вулиця","Успенського"
"Новозаводський","Вулиця","Ушакова"
"Новозаводський","Вулиця","Ушинського"
"Новозаводський","Вулиця","Фабрична"
"Новозаводський","Вулиця","Франка"
"Новозаводський","Вулиця","Фурманова"
"Новозаводський","Вулиця","Харкiвська"
"Новозаводський","Вулиця","Хмельницького"
"Новозаводський","Вулиця","Цiолковського"
"Новозаводський","Вулиця","Цимбалiста"
"Новозаводський","Вулиця","Чайкiної"
"Новозаводський","Вулиця","Червона"
"Новозаводський","Вулиця","Черкаська"
"Новозаводський","Вулиця","Черняка"
"Новозаводський","Вулиця","Чкалова"
"Новозаводський","Вулиця","Чудiнова"
"Новозаводський","Вулиця","Шевцової"
"Новозаводський","Вулиця","Шевчука"
"Новозаводський","Вулиця","Широка"
"Новозаводський","Вулиця","Щорса"
"Новозаводський","Вулиця","Вересня"
"Новозаводський","Вулиця","Урочище Святе"
"Новозаводський","Провулок","Гомельський 1-й"
"Новозаводський","Провулок","Зарiчний 1-й"
"Новозаводський","Провулок","Муринсона 1-й"
"Новозаводський","Провулок","Пархоменка 1-й"
"Новозаводський","Провулок","Гайдара 2-й"
"Новозаводський","Провулок","Гомельський 2-й"
"Новозаводський","Провулок","Зарiчний 2-й"
"Новозаводський","Провулок","Муринсона 2-й"
"Новозаводський","Провулок","Пархоменка 2-й"
"Новозаводський","Провулок","Толстого 2-й"
"Новозаводський","Провулок","Арсенальців"
"Новозаводський","Провулок","Бiлоруський"
"Новозаводський","Провулок","Березовий"
"Новозаводський","Провулок","Будьонного"
"Новозаводський","Провулок","Вокзальний"
"Новозаводський","Провулок","Гайдара"
"Новозаводський","Провулок","Гайовий"
"Новозаводський","Провулок","Галана"
"Новозаводський","Провулок","Громової"
"Новозаводський","Провулок","Днiпровський"
"Новозаводський","Провулок","Дьошина"
"Новозаводський","Провулок","Забарiвський"
"Новозаводський","Провулок","Залізничний"
"Новозаводський","Провулок","Заньковецької"
"Новозаводський","Провулок","Кармелюка"
"Новозаводський","Провулок","Костромський"
"Новозаводський","Провулок","Коцюбинського"
"Новозаводський","Провулок","Крупської"
"Новозаводський","Провулок","Курський"
"Новозаводський","Провулок","Лунiнцiв"
"Новозаводський","Провулок","Мiнський"
"Новозаводський","Провулок","Марковича"
"Новозаводський","Провулок","Межовий"
"Новозаводський","Провулок","Мозирський"
"Новозаводський","Провулок","Музикальний"
"Новозаводський","Провулок","Нафтовиків"
"Новозаводський","Провулок","Нахiмова"
"Новозаводський","Провулок","Невського"
"Новозаводський","Провулок","Папанiнцiв"
"Новозаводський","Провулок","Полiський"
"Новозаводський","Провулок","Полєтаєва"
"Новозаводський","Провулок","Попова"
"Новозаводський","Провулок","Прокоповича"
"Новозаводський","Провулок","Сєрiкова"
"Новозаводський","Провулок","Слобідський"
"Новозаводський","Провулок","Смирнова"
"Новозаводський","Провулок","Старобiлоуський"
"Новозаводський","Провулок","Стахановцiв"
"Новозаводський","Провулок","Тихий"
"Новозаводський","Провулок","Тичини"
"Новозаводський","Провулок","Транзитний"
"Новозаводський","Провулок","Транспортний"
"Новозаводський","Провулок","Тюленiна"
"Новозаводський","Провулок","Успенського"
"Новозаводський","Провулок","Ушакова"
"Новозаводський","Провулок","Фурманова"
"Новозаводський","Провулок","Хмельницького"
"Новозаводський","Провулок","Широкий"
"Новозаводський","Провулок","Щорса"
"Новозаводський","Вулиця","Боженка"
"Новозаводський","Вулиця","Каштанова"
"Новозаводський","Вулиця","Коцюбинського"
"Новозаводський","Вулиця","Лисенка"
"Новозаводський","Вулиця","Магістратська"
"Новозаводський","Вулиця","Перемоги"
"Новозаводський","Вулиця","Прорiзна"
"Новозаводський","Вулиця","Старий Вокзал"
"Новозаводський","Вулиця","Богушевича"
"Новозаводський","Вулиця","Полiська"
